observation_id,kind,scenario_id,method,attack_id,component
adversarial:task_request_before_contract_verification:t01,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t01,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t01,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t01,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t01,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t01,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t01,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t01,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t01,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t01,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t01,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t01,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t01,adversarial,,,oversized_frame,
adversarial:truncated_frame:t01,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t01,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t01,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t01,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t01,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t01,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t01,adversarial,,,attempted_weaker_group_retry,
adversarial:task_request_before_contract_verification:t02,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t02,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t02,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t02,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t02,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t02,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t02,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t02,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t02,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t02,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t02,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t02,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t02,adversarial,,,oversized_frame,
adversarial:truncated_frame:t02,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t02,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t02,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t02,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t02,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t02,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t02,adversarial,,,attempted_weaker_group_retry,
adversarial:task_request_before_contract_verification:t03,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t03,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t03,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t03,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t03,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t03,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t03,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t03,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t03,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t03,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t03,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t03,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t03,adversarial,,,oversized_frame,
adversarial:truncated_frame:t03,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t03,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t03,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t03,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t03,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t03,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t03,adversarial,,,attempted_weaker_group_retry,
adversarial:task_request_before_contract_verification:t04,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t04,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t04,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t04,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t04,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t04,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t04,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t04,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t04,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t04,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t04,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t04,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t04,adversarial,,,oversized_frame,
adversarial:truncated_frame:t04,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t04,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t04,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t04,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t04,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t04,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t04,adversarial,,,attempted_weaker_group_retry,
adversarial:task_request_before_contract_verification:t05,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t05,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t05,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t05,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t05,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t05,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t05,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t05,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t05,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t05,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t05,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t05,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t05,adversarial,,,oversized_frame,
adversarial:truncated_frame:t05,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t05,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t05,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t05,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t05,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t05,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t05,adversarial,,,attempted_weaker_group_retry,
adversarial:task_request_before_contract_verification:t06,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t06,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t06,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t06,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t06,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t06,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t06,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t06,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t06,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t06,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t06,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t06,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t06,adversarial,,,oversized_frame,
adversarial:truncated_frame:t06,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t06,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t06,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t06,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t06,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t06,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t06,adversarial,,,attempted_weaker_group_retry,
adversarial:task_request_before_contract_verification:t07,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t07,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t07,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t07,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t07,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t07,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t07,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t07,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t07,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t07,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t07,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t07,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t07,adversarial,,,oversized_frame,
adversarial:truncated_frame:t07,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t07,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t07,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t07,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t07,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t07,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t07,adversarial,,,attempted_weaker_group_retry,
adversarial:task_request_before_contract_verification:t08,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t08,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t08,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t08,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t08,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t08,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t08,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t08,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t08,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t08,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t08,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t08,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t08,adversarial,,,oversized_frame,
adversarial:truncated_frame:t08,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t08,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t08,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t08,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t08,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t08,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t08,adversarial,,,attempted_weaker_group_retry,
adversarial:task_request_before_contract_verification:t09,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t09,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t09,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t09,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t09,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t09,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t09,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t09,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t09,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t09,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t09,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t09,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t09,adversarial,,,oversized_frame,
adversarial:truncated_frame:t09,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t09,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t09,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t09,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t09,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t09,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t09,adversarial,,,attempted_weaker_group_retry,
adversarial:task_request_before_contract_verification:t10,adversarial,,,task_request_before_contract_verification,
adversarial:tls_activation_before_signed_contract:t10,adversarial,,,tls_activation_before_signed_contract,
adversarial:modified_selected_profile:t10,adversarial,,,modified_selected_profile,
adversarial:modified_signed_contract_hash:t10,adversarial,,,modified_signed_contract_hash,
adversarial:requested_tls_group_mismatch:t10,adversarial,,,requested_tls_group_mismatch,
adversarial:negotiated_tls_group_mismatch:t10,adversarial,,,negotiated_tls_group_mismatch,
adversarial:modified_task_contract_hash:t10,adversarial,,,modified_task_contract_hash,
adversarial:replayed_task_request:t10,adversarial,,,replayed_task_request,
adversarial:replayed_signed_contract:t10,adversarial,,,replayed_signed_contract,
adversarial:illegal_state_transition:t10,adversarial,,,illegal_state_transition,
adversarial:duplicate_sequence_number:t10,adversarial,,,duplicate_sequence_number,
adversarial:skipped_sequence_number:t10,adversarial,,,skipped_sequence_number,
adversarial:oversized_frame:t10,adversarial,,,oversized_frame,
adversarial:truncated_frame:t10,adversarial,,,truncated_frame,
adversarial:payload_hash_mismatch:t10,adversarial,,,payload_hash_mismatch,
adversarial:unsupported_message_type:t10,adversarial,,,unsupported_message_type,
adversarial:responder_process_termination:t10,adversarial,,,responder_process_termination,
adversarial:handshake_timeout:t10,adversarial,,,handshake_timeout,
adversarial:tls_handshake_failure:t10,adversarial,,,tls_handshake_failure,
adversarial:attempted_weaker_group_retry:t10,adversarial,,,attempted_weaker_group_retry,
